Chave,NomeArquivo,CENTROCUSTOSID,DEPARTAMENTO,TIPODEPARTAMENTO,VEREADOR,ANO,MES,DESPESA,CNPJ,FORNECEDOR,VALOR
1388,20230200000000000000000000388.HTML,388.0,GABINETE DE VEREADOR,1,JOÃO JORGE,2023,2,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,62.067.384/0001-17,PAPELARIA ESTADÃO LTDA.,905.7
1502,20230200000000000000000000502.HTML,502.0,GABINETE DE VEREADOR,1,JORGE WILSON FILHO,2023,2,COMBUSTIVEL,02.646.144/0001-45,AUTO POSTO NOVO CENTRO LTDA,200.03
1502,20230200000000000000000000502.HTML,502.0,GABINETE DE VEREADOR,1,JORGE WILSON FILHO,2023,2,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,24.426.761/0001-78,BNS PROMOCOES E EVENTOS EIRELI,11400.0
1502,20230200000000000000000000502.HTML,502.0,GABINETE DE VEREADOR,1,JORGE WILSON FILHO,2023,2,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,34.809.791/0001-17,MARIANNA ESTEVES DE GOES,5100.0
1502,20230200000000000000000000502.HTML,502.0,GABINETE DE VEREADOR,1,JORGE WILSON FILHO,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,34.809.791/0001-17,MARIANNA ESTEVES DE GOES,5000.0
1502,20230200000000000000000000502.HTML,502.0,GABINETE DE VEREADOR,1,JORGE WILSON FILHO,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,36.923.861/0001-99,ANDRESSA DOS SANTOS SOUZA 41029562806,7500.0
1502,20230200000000000000000000502.HTML,502.0,GABINETE DE VEREADOR,1,JORGE WILSON FILHO,2023,2,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,2757.18
1507,20230200000000000000000000507.HTML,507.0,GABINETE DE VEREADOR,1,JUSSARA BASSO,2023,2,COMBUSTIVEL,01.707.872/0001-57,AUTO POSTO VISTA BELLA LTDA,320.11
1507,20230200000000000000000000507.HTML,507.0,GABINETE DE VEREADOR,1,JUSSARA BASSO,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,17.321.858/0001-50,PERCEPCAO ASSESSORIA CONTABIL LTDA,6800.0
1507,20230200000000000000000000507.HTML,507.0,GABINETE DE VEREADOR,1,JUSSARA BASSO,2023,2,INTERMEDIADO - LOCAÇÃO VEICULOS HIBRIDOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,3520.51
1507,20230200000000000000000000507.HTML,507.0,GABINETE DE VEREADOR,1,JUSSARA BASSO,2023,2,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,62.067.384/0001-17,PAPELARIA ESTADÃO LTDA.,1884.5
1488,20230200000000000000000000488.HTML,488.0,GABINETE DE VEREADOR,1,LUANA ALVES,2023,2,COMBUSTIVEL,61.696.027/0001-55,AUTO POSTO ITALIA LTDA,938.88
1488,20230200000000000000000000488.HTML,488.0,GABINETE DE VEREADOR,1,LUANA ALVES,2023,2,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,09.181.015/0001-78,GRÁFICA CROMOCOLOR INDUSTRIA LTDA ME,4100.0
1488,20230200000000000000000000488.HTML,488.0,GABINETE DE VEREADOR,1,LUANA ALVES,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,15.705.697/0001-73,EVAG COMUNICAÇÃO E TECNOLOGIA LTDA,5408.34
1488,20230200000000000000000000488.HTML,488.0,GABINETE DE VEREADOR,1,LUANA ALVES,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,33.614.274/0001-20,RAFAEL GONZAGA DE OLIVEIRA SANTANA 11439318743,5500.0
1488,20230200000000000000000000488.HTML,488.0,GABINETE DE VEREADOR,1,LUANA ALVES,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,46.177.048/0001-70,ANA CRISTINA CARVALHAES MACHADO,5000.0
1488,20230200000000000000000000488.HTML,488.0,GABINETE DE VEREADOR,1,LUANA ALVES,2023,2,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,15.705.697/0001-73,EVAG COMUNICAÇÃO E TECNOLOGIA LTDA,3500.0
1488,20230200000000000000000000488.HTML,488.0,GABINETE DE VEREADOR,1,LUANA ALVES,2023,2,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,2757.18
1488,20230200000000000000000000488.HTML,488.0,GABINETE DE VEREADOR,1,LUANA ALVES,2023,2,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,22.392.165/0001-99,ATTBRASIL TECNOLOGIA LOCAÇÃO E SOLUÇÕES EM INFORMATICA LTDA EPP,4780.0
1401,20230200000000000000000000401.HTML,401.0,GABINETE DE VEREADOR,1,MANOEL DEL RIO,2023,2,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,37.808.396/0001-08,DANIELE GROSS RAMOS 10030917840,2000.0
1401,20230200000000000000000000401.HTML,401.0,GABINETE DE VEREADOR,1,MANOEL DEL RIO,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,29.894.258/0001-60,MARILENE ARAUJO & LUCIANO BARBOSA SOCIEDADE DE ADVOGADOS,6000.0
1401,20230200000000000000000000401.HTML,401.0,GABINETE DE VEREADOR,1,MANOEL DEL RIO,2023,2,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,02.734.547/0001-46,MPL COMPANY S/C LTDA - ME,520.0
1489,20230200000000000000000000489.HTML,489.0,GABINETE DE VEREADOR,1,MARCELO MESSIAS,2023,2,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,18.588.528/0001-99,ARTE LU E RO GRAFICA EIRELI,250.0
1489,20230200000000000000000000489.HTML,489.0,GABINETE DE VEREADOR,1,MARCELO MESSIAS,2023,2,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,32.614.718/0001-64,LEANDRO DE AQUINO,9900.0
1489,20230200000000000000000000489.HTML,489.0,GABINETE DE VEREADOR,1,MARCELO MESSIAS,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,08.648.207/0001-89,SOLARYS SOLUÇÕES DIGITAIS LTDA-ME,700.0
1489,20230200000000000000000000489.HTML,489.0,GABINETE DE VEREADOR,1,MARCELO MESSIAS,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,48.586.656/0001-64,JOÃO VITOR MARTINS ROTA,2000.0
1489,20230200000000000000000000489.HTML,489.0,GABINETE DE VEREADOR,1,MARCELO MESSIAS,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,48.918.265/0001-08,PAMELA MERES SOARES,3500.0
1489,20230200000000000000000000489.HTML,489.0,GABINETE DE VEREADOR,1,MARCELO MESSIAS,2023,2,INTERMEDIADO - CORREIOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,374.96
1489,20230200000000000000000000489.HTML,489.0,GABINETE DE VEREADOR,1,MARCELO MESSIAS,2023,2,INTERMEDIADO - LOCAÇÃO VEICULOS HIBRIDOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,3641.91
1489,20230200000000000000000000489.HTML,489.0,GABINETE DE VEREADOR,1,MARCELO MESSIAS,2023,2,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,15.074.345/0001-67,JR SUPRIMENTOS DE INFORMATICA LTDA,3200.0
1489,20230200000000000000000000489.HTML,489.0,GABINETE DE VEREADOR,1,MARCELO MESSIAS,2023,2,PROVEDOR DE INTERNET,40.432.544/0001-47,CLARO S.A.,402.48
1490,20230200000000000000000000490.HTML,490.0,GABINETE DE VEREADOR,1,MARLON DO UBER,2023,2,ASSINATURA DE JORNAIS E REVISTAS,61.533.949/0001-41,S.A O ESTADO DE S. PAULO,154.9
1490,20230200000000000000000000490.HTML,490.0,GABINETE DE VEREADOR,1,MARLON DO UBER,2023,2,COMBUSTIVEL,61.476.586/0001-50,AUTO POSTO LUSON EIRELI,2970.44
1490,20230200000000000000000000490.HTML,490.0,GABINETE DE VEREADOR,1,MARLON DO UBER,2023,2,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,48.846.454/0001-04,ALESSANDRO ALMEIDA DE ASSIS 43148731832,6700.0
1490,20230200000000000000000000490.HTML,490.0,GABINETE DE VEREADOR,1,MARLON DO UBER,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,29.885.976/0001-70,LUCO ARQUITETURA E URBANISMO LTDA,10000.0
1490,20230200000000000000000000490.HTML,490.0,GABINETE DE VEREADOR,1,MARLON DO UBER,2023,2,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,22.392.165/0001-99,ATTBRASIL TECNOLOGIA LOCAÇÃO E SOLUÇÕES EM INFORMATICA LTDA EPP,1780.0
1490,20230200000000000000000000490.HTML,490.0,GABINETE DE VEREADOR,1,MARLON DO UBER,2023,2,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,39.482.653/0001-90,WASH WOOSH DO BRASIL LTDA,400.0
1490,20230200000000000000000000490.HTML,490.0,GABINETE DE VEREADOR,1,MARLON DO UBER,2023,2,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,49.317.800/0001-20,MATHEUS VIDAL E SILVA,6519.58
1490,20230200000000000000000000490.HTML,490.0,GABINETE DE VEREADOR,1,MARLON DO UBER,2023,2,LOCAÇÃO DE VEÍCULOS,10.785.561/0001-05,INTERATIVE SOLUÇÕES E ASSESSORIA LTDA,2757.18
1490,20230200000000000000000000490.HTML,490.0,GABINETE DE VEREADOR,1,MARLON DO UBER,2023,2,PROVEDOR DE INTERNET,07.272.054/0001-55,TELIUM TECNOLOGIA DA INFORMAÇÃO LTDA,536.66
1490,20230200000000000000000000490.HTML,490.0,GABINETE DE VEREADOR,1,MARLON DO UBER,2023,2,TELEFONE MOVEL,02.558.157/0001-62,TELEFONICA BRASIL S/A,275.49
1389,20230200000000000000000000389.HTML,389.0,GABINETE DE VEREADOR,1,MILTON FERREIRA,2023,2,COMBUSTIVEL,43.857.382/0001-87,AUTO POSTO CEMBIRA LTDA,300.0
1389,20230200000000000000000000389.HTML,389.0,GABINETE DE VEREADOR,1,MILTON FERREIRA,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,33.856.521/0001-02,DANIEL MACARIO DAS NEVES JUNIOR,5500.0
1389,20230200000000000000000000389.HTML,389.0,GABINETE DE VEREADOR,1,MILTON FERREIRA,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,64.037.021/0001-64,M&C SISTEMAS  E INFORMÁTICA EIRELI,200.0
1389,20230200000000000000000000389.HTML,389.0,GABINETE DE VEREADOR,1,MILTON FERREIRA,2023,2,CORREIOS,57.865.834/0001-87,ECT - EMP. BRAS. CORREIOS E TELEGRAFOS,6549.45
1389,20230200000000000000000000389.HTML,389.0,GABINETE DE VEREADOR,1,MILTON FERREIRA,2023,2,INTERMEDIADO - LOCAÇÃO VEICULOS HIBRIDOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,3641.91
1389,20230200000000000000000000389.HTML,389.0,GABINETE DE VEREADOR,1,MILTON FERREIRA,2023,2,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,19.367.661/0001-88,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,598.0
1389,20230200000000000000000000389.HTML,389.0,GABINETE DE VEREADOR,1,MILTON FERREIRA,2023,2,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,62.067.384/0001-17,PAPELARIA ESTADÃO LTDA.,765.8
1389,20230200000000000000000000389.HTML,389.0,GABINETE DE VEREADOR,1,MILTON FERREIRA,2023,2,TELEFONE MOVEL,02.558.157/0001-62,TELEFONICA BRASIL S/A,329.53
146,2023020000000000000000000046.HTML,46.0,GABINETE DE VEREADOR,1,MILTON LEITE,2023,2,COMBUSTIVEL,10.203.913/0001-69,AUTO POSTO PORTAL DE INTERLAGOS LTDA,1348.26
146,2023020000000000000000000046.HTML,46.0,GABINETE DE VEREADOR,1,MILTON LEITE,2023,2,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,2757.18
146,2023020000000000000000000046.HTML,46.0,GABINETE DE VEREADOR,1,MILTON LEITE,2023,2,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,09.559.739/0001-02,RP COMERCIO DE COPIADORAS LTDA - EPP,705.94
146,2023020000000000000000000046.HTML,46.0,GABINETE DE VEREADOR,1,MILTON LEITE,2023,2,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,09.488.048/0001-65,RMC CENTER PAPELARIA LTDA,2047.99
146,2023020000000000000000000046.HTML,46.0,GABINETE DE VEREADOR,1,MILTON LEITE,2023,2,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,62.067.384/0001-17,PAPELARIA ESTADÃO LTDA.,1023.9
146,2023020000000000000000000046.HTML,46.0,GABINETE DE VEREADOR,1,MILTON LEITE,2023,2,TELEFONE FIXO,02.558.157/0001-62,TELEFONICA BRASIL S/A,69.85
156,2023020000000000000000000056.HTML,56.0,GABINETE DE VEREADOR,1,PAULO FRANGE,2023,2,COMBUSTIVEL,47.179.148/0001-07,AUTO POSTO NAKIA LTDA,279.3
156,2023020000000000000000000056.HTML,56.0,GABINETE DE VEREADOR,1,PAULO FRANGE,2023,2,INTERMEDIADO - LOCAÇÃO VEICULOS HIBRIDOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,3641.91
156,2023020000000000000000000056.HTML,56.0,GABINETE DE VEREADOR,1,PAULO FRANGE,2023,2,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,07.915.380/0001-33,FMJ COMÉRCIO E ASSISTENCIA TÉCNICA EM COPIADORAS LTDA ME,600.0
156,2023020000000000000000000056.HTML,56.0,GABINETE DE VEREADOR,1,PAULO FRANGE,2023,2,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,05.144.904/0001-04,KNV COMERCIAL LTDA - ME,1075.0
158,2023020000000000000000000058.HTML,58.0,GABINETE DE VEREADOR,1,REIS,2023,2,COMBUSTIVEL,62.413.612/0001-63,POSTO DE SERVIÇOS MARACANÃ LTDA,739.15
158,2023020000000000000000000058.HTML,58.0,GABINETE DE VEREADOR,1,REIS,2023,2,INTERMEDIADO - LOCAÇÃO VEICULOS HIBRIDOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,3641.91
158,2023020000000000000000000058.HTML,58.0,GABINETE DE VEREADOR,1,REIS,2023,2,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,22.978.064/0001-02,FILIPE AUGUSTO DA CRUZ ARAUJO INFORMATICA,149.9
1391,20230200000000000000000000391.HTML,391.0,GABINETE DE VEREADOR,1,RINALDI DIGILIO,2023,2,COMBUSTIVEL,62.466.370/0001-76,AUTOPOSTO JUATINDIBA LTDA,628.0
1391,20230200000000000000000000391.HTML,391.0,GABINETE DE VEREADOR,1,RINALDI DIGILIO,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,11.521.613/0001-90,TECNEGOCIOS SOLUÇOES EM INFORMATICA LTDA- ME,299.0
1391,20230200000000000000000000391.HTML,391.0,GABINETE DE VEREADOR,1,RINALDI DIGILIO,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,13.347.016/0001-17,FACEBOOK SERVICOS ON LINE DO BRASIL LTDA,520.35
1391,20230200000000000000000000391.HTML,391.0,GABINETE DE VEREADOR,1,RINALDI DIGILIO,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,40.780.273/0001-10,GUILHERME BEZERRA DOS SANTOS,3500.0
1391,20230200000000000000000000391.HTML,391.0,GABINETE DE VEREADOR,1,RINALDI DIGILIO,2023,2,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,2757.18
1391,20230200000000000000000000391.HTML,391.0,GABINETE DE VEREADOR,1,RINALDI DIGILIO,2023,2,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,11.090.241/0001-95,WAVE INFORMATICA LTDA EPP,2370.0
1391,20230200000000000000000000391.HTML,391.0,GABINETE DE VEREADOR,1,RINALDI DIGILIO,2023,2,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,32.318.814/0001-65,EMERSON CARVALHO DE SIQUEIRA,1089.75
1391,20230200000000000000000000391.HTML,391.0,GABINETE DE VEREADOR,1,RINALDI DIGILIO,2023,2,PROVEDOR DE INTERNET,07.272.054/0001-55,TELIUM TECNOLOGIA DA INFORMAÇÃO LTDA,553.56
1391,20230200000000000000000000391.HTML,391.0,GABINETE DE VEREADOR,1,RINALDI DIGILIO,2023,2,TELEFONE MOVEL,02.558.157/0001-62,TELEFONICA BRASIL S/A,310.03
162,2023020000000000000000000062.HTML,62.0,GABINETE DE VEREADOR,1,ROBERTO TRIPOLI,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,22.523.474/0001-50,GUILHERME MENDONÇA CELESTINO - ME,10950.0
162,2023020000000000000000000062.HTML,62.0,GABINETE DE VEREADOR,1,ROBERTO TRIPOLI,2023,2,INTERMEDIADO - CORREIOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,120.54
1356,20230200000000000000000000356.HTML,356.0,GABINETE DE VEREADOR,1,RODOLFO DESPACHANTE,2023,2,COMBUSTIVEL,10.848.830/0001-27,CENTRO AUTOMOTIVO ABRAÃO DE MORAES LTDA,672.05
1356,20230200000000000000000000356.HTML,356.0,GABINETE DE VEREADOR,1,RODOLFO DESPACHANTE,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,08.891.130/0001-73,VACCARI PROCESSAMENTOS DE DADOS LTDA,5000.0
1356,20230200000000000000000000356.HTML,356.0,GABINETE DE VEREADOR,1,RODOLFO DESPACHANTE,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,15.352.082/0001-00,TIBURCIO E CARVALHO SOCIEDADE DE ADVOGADOS,9700.0
1356,20230200000000000000000000356.HTML,356.0,GABINETE DE VEREADOR,1,RODOLFO DESPACHANTE,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,41.467.495/0001-40,SUPPLY CENTER COMÉRCIO DE SUPRIMENTOS PARA IMPRESSORAS E EQUIPAMENTOS DE INFORMÁTICA EIRELE,1200.0
1356,20230200000000000000000000356.HTML,356.0,GABINETE DE VEREADOR,1,RODOLFO DESPACHANTE,2023,2,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,08.891.130/0001-73,VACCARI PROCESSAMENTOS DE DADOS LTDA,4980.0
1356,20230200000000000000000000356.HTML,356.0,GABINETE DE VEREADOR,1,RODOLFO DESPACHANTE,2023,2,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,2757.18
1356,20230200000000000000000000356.HTML,356.0,GABINETE DE VEREADOR,1,RODOLFO DESPACHANTE,2023,2,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,41.467.495/0001-40,SUPPLY CENTER COMÉRCIO DE SUPRIMENTOS PARA IMPRESSORAS E EQUIPAMENTOS DE INFORMÁTICA EIRELE,2130.0
1356,20230200000000000000000000356.HTML,356.0,GABINETE DE VEREADOR,1,RODOLFO DESPACHANTE,2023,2,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,41.467.495/0001-40,SUPPLY CENTER COMÉRCIO DE SUPRIMENTOS PARA IMPRESSORAS E EQUIPAMENTOS DE INFORMÁTICA EIRELE,1488.0
1393,20230200000000000000000000393.HTML,393.0,GABINETE DE VEREADOR,1,RODRIGO GOULART,2023,2,ASSINATURA DE JORNAIS E REVISTAS,44.671.843/0001-95,ASSOCIAÇÃO BRASIL NIPPO,350.0
1393,20230200000000000000000000393.HTML,393.0,GABINETE DE VEREADOR,1,RODRIGO GOULART,2023,2,COMBUSTIVEL,61.343.737/0001-00,POSTO TOPAZIO LTDA,691.91
1393,20230200000000000000000000393.HTML,393.0,GABINETE DE VEREADOR,1,RODRIGO GOULART,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,07.287.608/0001-98,SUGGESTIVA COMUNICAÇÃO SOCIEDADE SIMPLES LTDA,2000.0
1393,20230200000000000000000000393.HTML,393.0,GABINETE DE VEREADOR,1,RODRIGO GOULART,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,11.521.613/0001-90,TECNEGOCIOS SOLUÇOES EM INFORMATICA LTDA- ME,850.0
1393,20230200000000000000000000393.HTML,393.0,GABINETE DE VEREADOR,1,RODRIGO GOULART,2023,2,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,07.287.608/0001-98,SUGGESTIVA COMUNICAÇÃO SOCIEDADE SIMPLES LTDA,4500.0
1393,20230200000000000000000000393.HTML,393.0,GABINETE DE VEREADOR,1,RODRIGO GOULART,2023,2,INTERMEDIADO - CORREIOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,18.8
1393,20230200000000000000000000393.HTML,393.0,GABINETE DE VEREADOR,1,RODRIGO GOULART,2023,2,INTERMEDIADO - LOCAÇÃO VEICULOS HIBRIDOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,3641.91
1393,20230200000000000000000000393.HTML,393.0,GABINETE DE VEREADOR,1,RODRIGO GOULART,2023,2,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,25.319.470/0001-43,SERVICE PRINTERS COMERCIO E SERVIÇOS DE INFORMATICA LTDA-ME,950.0
1393,20230200000000000000000000393.HTML,393.0,GABINETE DE VEREADOR,1,RODRIGO GOULART,2023,2,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,43.283.811/0200-02,KALUNGA S/A,342.8
1393,20230200000000000000000000393.HTML,393.0,GABINETE DE VEREADOR,1,RODRIGO GOULART,2023,2,PROVEDOR DE INTERNET,40.432.544/0001-47,CLARO S.A.,136.72
1393,20230200000000000000000000393.HTML,393.0,GABINETE DE VEREADOR,1,RODRIGO GOULART,2023,2,TELEFONE MOVEL,02.558.157/0001-62,TELEFONICA BRASIL S/A,234.49
1476,20230200000000000000000000476.HTML,476.0,GABINETE DE VEREADOR,1,RUBINHO NUNES,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,22.392.165/0001-99,ATTBRASIL TECNOLOGIA LOCAÇÃO E SOLUÇÕES EM INFORMATICA LTDA EPP,920.0
1476,20230200000000000000000000476.HTML,476.0,GABINETE DE VEREADOR,1,RUBINHO NUNES,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,39.901.473/0001-03,GUIA COMUNICAÇÃO EIRELI,8400.0
1476,20230200000000000000000000476.HTML,476.0,GABINETE DE VEREADOR,1,RUBINHO NUNES,2023,2,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,22.392.165/0001-99,ATTBRASIL TECNOLOGIA LOCAÇÃO E SOLUÇÕES EM INFORMATICA LTDA EPP,7540.0
1476,20230200000000000000000000476.HTML,476.0,GABINETE DE VEREADOR,1,RUBINHO NUNES,2023,2,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,19.367.661/0001-88,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,1020.6
1394,20230200000000000000000000394.HTML,394.0,GABINETE DE VEREADOR,1,RUTE COSTA,2023,2,COMBUSTIVEL,07.679.089/0001-03,AUTO POSTO INDEPENDENCIA DO CAMBUCI LTDA.,447.7
1394,20230200000000000000000000394.HTML,394.0,GABINETE DE VEREADOR,1,RUTE COSTA,2023,2,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,33.030.161/0001-87,DESIGN VISAO GRAFICA E EDITORA EIRELI,7200.0
1394,20230200000000000000000000394.HTML,394.0,GABINETE DE VEREADOR,1,RUTE COSTA,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,08.648.207/0001-89,SOLARYS SOLUÇÕES DIGITAIS LTDA-ME,787.0
1394,20230200000000000000000000394.HTML,394.0,GABINETE DE VEREADOR,1,RUTE COSTA,2023,2,INTERMEDIADO - CORREIOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,2755.0
1394,20230200000000000000000000394.HTML,394.0,GABINETE DE VEREADOR,1,RUTE COSTA,2023,2,INTERMEDIADO - LOCAÇÃO VEICULOS HIBRIDOS,50.176.288/0001-28,CAMARA MUNICIPAL DE SÃO PAULO,3641.91
1394,20230200000000000000000000394.HTML,394.0,GABINETE DE VEREADOR,1,RUTE COSTA,2023,2,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,19.367.661/0001-88,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,550.0
1394,20230200000000000000000000394.HTML,394.0,GABINETE DE VEREADOR,1,RUTE COSTA,2023,2,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,05.144.904/0001-04,KNV COMERCIAL LTDA - ME,655.3
1394,20230200000000000000000000394.HTML,394.0,GABINETE DE VEREADOR,1,RUTE COSTA,2023,2,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,19.367.661/0001-88,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,3910.0
1394,20230200000000000000000000394.HTML,394.0,GABINETE DE VEREADOR,1,RUTE COSTA,2023,2,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,43.283.811/0064-33,KALUNGA S/A,201.0
1394,20230200000000000000000000394.HTML,394.0,GABINETE DE VEREADOR,1,RUTE COSTA,2023,2,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,43.283.811/0085-68,KALUNGA S/A,94.5
1491,20230200000000000000000000491.HTML,491.0,GABINETE DE VEREADOR,1,SANDRA SANTANA,2023,2,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,19.367.661/0001-88,K2G SUPRIMENTOS DE IMPRESSÃO E INFORMATICA EIRELLI - ME,1375.0
1491,20230200000000000000000000491.HTML,491.0,GABINETE DE VEREADOR,1,SANDRA SANTANA,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,11.521.613/0001-90,TECNEGOCIOS SOLUÇOES EM INFORMATICA LTDA- ME,699.0
1491,20230200000000000000000000491.HTML,491.0,GABINETE DE VEREADOR,1,SANDRA SANTANA,2023,2,CONTRATAÇAO DE PESSOA JURIDICA,46.375.227/0001-12,ROGER SOUTO DE MORAIS,3800.0
1491,20230200000000000000000000491.HTML,491.0,GABINETE DE VEREADOR,1,SANDRA SANTANA,2023,2,EVENTOS/SEMINARIOS,07.311.172/0001-25,CENTER ARTES COMERCIO DE QUADROS E DECORAÇÕES LTDA EPP CENTER ARTES,1196.0
1491,20230200000000000000000000491.HTML,491.0,GABINETE DE VEREADOR,1,SANDRA SANTANA,2023,2,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,14.573.022/0001-55,ANTONIO CESAR GOMES DOS SANTOS,1260.0
